Year,State,Data Status,Residential Revenue in Thousand Dollars,Residential Sales in Megawatthours,Residential Customer Count,Residential Price in Cents/kWh,Commercial Revenue in Thousand Dollars,Commercial Sales in Megawatthours,Commercial Customer Count,Commercial Price in Cents/kWh,Industrial Revenue in Thousand Dollars,Industrial Sales in Megawatthours,Industrial Customer Count,Industrial Price in Cents/kWh,Transportation Revenue in Thousand Dollars,Transportation Sales in Megawatthours,Transportation Customer Count,Transportation Price in Cents/kWh,Other Revenue in Thousand Dollars,Other Sales in Megawatthours,Other Customer Count,Other Price in Cents/kWh,Total Revenue in Thousand Dollars,Total Sales in Megawatthours,Total Customer Count,Total Price in Cents/kWh
1993,NV,Final,408801,6280699,.,7,279941,4297615,.,7,362033,7180913,.,5,.,.,.,.,35993,739625,.,5,1086769,18498851,.,6
1993,NY,Final,5255743,39897466,.,13,5563928,47728275,.,12,2011617,30187054,.,7,.,.,.,.,1129103,12357385,.,9,13960391,130170178,.,11
1993,OH,Final,3507578,41950456,.,8,2527869,33298608,.,8,2924262,68831022,.,4,.,.,.,.,279904,4490578,.,6,9239619,148570666,.,6
1993,OK,Final,1135885,15901345,.,7,671883,10823964,.,6,483889,11698989,.,4,.,.,.,.,123642,2107030,.,6,2415300,40531328,.,6
1993,OR,Final,838081,16696259,.,5,601477,12205080,.,5,499307,15012281,.,3,.,.,.,.,35439,664280,.,5,1974306,44577903,.,4
1993,PA,Final,3959186,41455430,.,10,2673893,32251642,.,8,2712717,44949311,.,6,.,.,.,.,153229,1325111,.,12,9499023,119981494,.,8
1993,RI,Final,274584,2411808,.,11,257589,2532213,.,10,128094,1418674,.,9,.,.,.,.,20698,185744,.,11,680963,6548438,.,10
1993,SC,Final,1516485,20686870,.,7,820185,13176633,.,6,1089800,26866872,.,4,.,.,.,.,45487,802349,.,6,3471953,61532725,.,6
1993,SD,Final,218895,3109114,.,7,109331,1620792,.,7,84947,1847336,.,5,.,.,.,.,14901,327465,.,5,428075,6904707,.,6
1993,TN,Final,1738170,30199490,.,6,345811,5174640,.,7,2011554,43530194,.,5,.,.,.,.,73435,927854,.,8,4168967,79832182,.,5
1993,TX,Final,7017263,87685724,.,8,4466562,64331490,.,7,3756859,86932759,.,4,.,.,.,.,743227,11134441,.,7,15983914,250084414,.,6
1993,UT,Final,323722,4725973,.,7,299295,5019970,.,6,234968,6221087,.,4,.,.,.,.,40426,900100,.,4,898413,16867129,.,5
1993,VA,Final,2458740,32472065,.,8,1395465,22726974,.,6,729047,17390106,.,4,.,.,.,.,488557,8782634,.,6,5071812,81371781,.,6
1993,VT,Final,193970,1971084,.,10,146188,1569894,.,9,107309,1430964,.,8,.,.,.,.,5886,43615,.,14,453350,5015559,.,9
1993,WA,Final,1422154,30932034,.,5,878642,19530993,.,5,875803,36562814,.,2,.,.,.,.,121765,3446770,.,4,3298366,90472611,.,4
1993,WI,Final,1221882,17373395,.,7,815271,13710449,.,6,852544,21410442,.,4,.,.,.,.,46218,662116,.,7,2935916,53156402,.,6
1993,WV,Final,547031,8682375,.,6,316855,5480459,.,6,403652,10187148,.,4,.,.,.,.,8443,91544,.,9,1275975,24441524,.,5
1993,WY,Final,113617,1906134,.,6,125703,2493450,.,5,257606,7363451,.,4,.,.,.,.,8080,122153,.,7,505006,11885187,.,4
1994,AK,Final,191083,1688135,.,11,208212,2154844,.,10,42792,511428,.,8,.,.,.,.,22505,178974,.,13,464591,4533378,.,10
1994,AL,Final,1549858,23158544,.,7,800359,11844228,.,7,1314961,31918985,.,4,.,.,.,.,41394,658919,.,6,3706573,67580676,.,5
1994,AR,Final,939901,11642130,.,8,472334,6865633,.,7,621942,13525888,.,5,.,.,.,.,37821,585448,.,6,2072001,32619097,.,6
1994,AZ,Final,1693531,18212373,.,9,1300628,15624770,.,8,635907,11303259,.,6,.,.,.,.,117208,2141635,.,5,3747268,47282034,.,8
1994,CA,Final,7868888,68866356,.,11,8383422,76924502,.,11,4246099,59863696,.,7,.,.,.,.,401126,8029749,.,5,20899536,213684303,.,10
1994,CO,Final,804645,10938747,.,7,777484,12953193,.,6,440333,9620137,.,5,.,.,.,.,73544,990200,.,7,2096004,34502281,.,6
1994,CT,Final,1250350,10898426,.,11,1083768,10844624,.,10,467379,5916930,.,8,.,.,.,.,51190,365688,.,14,2852687,28025671,.,10
1994,DC,Final,117332,1571539,.,7,578439,8093088,.,7,12386,267295,.,5,.,.,.,.,24389,362753,.,7,732546,10294675,.,7
1994,DE,Final,276782,3107180,.,9,187880,2684563,.,7,159392,3446826,.,5,.,.,.,.,6742,60401,.,11,630802,9298970,.,7
1994,FL,Final,6270547,80595125,.,8,3649159,57447392,.,6,847620,16512739,.,5,.,.,.,.,335447,4989047,.,7,11102776,159544297,.,7
1994,GA,Final,2526960,32734558,.,8,1918458,26161353,.,7,1368048,29942275,.,5,.,.,.,.,93674,1074895,.,9,5907138,89913085,.,7
1994,HI,Final,318369,2556879,.,12,296882,2542917,.,12,334157,3790664,.,9,.,.,.,.,6499,57961,.,11,955909,8948423,.,11
1994,IA,Final,895143,11061656,.,8,472813,7477060,.,6,513462,13224138,.,4,.,.,.,.,76067,1276401,.,6,1957484,33039250,.,6
1994,ID,Final,316772,6221886,.,5,246098,5637526,.,4,215845,7646628,.,3,.,.,.,.,17305,372576,.,5,796019,19878616,.,4
1994,IL,Final,3564273,35705728,.,10,2738718,35662745,.,8,2164368,41765361,.,5,.,.,.,.,540835,8356215,.,6,9008194,121490049,.,7
1994,IN,Final,1697308,25048143,.,7,1032790,17462432,.,6,1618513,40762763,.,4,.,.,.,.,48191,534203,.,9,4396805,83807543,.,5
1994,KS,Final,799063,10130537,.,8,673501,10110627,.,7,443914,9001456,.,5,.,.,.,.,40616,371200,.,11,1957096,29613821,.,7
1994,KY,Final,1124984,19480849,.,6,533540,10094520,.,5,1299231,40048862,.,3,.,.,.,.,133702,2861134,.,5,3091457,72485367,.,4
1994,LA,Final,1722705,22628608,.,8,1082187,15040772,.,7,1259427,29869645,.,4,.,.,.,.,176570,2592779,.,7,4240894,70131807,.,6
1994,MA,Final,1779120,16048967,.,11,1889105,19371255,.,10,821519,9710222,.,8,.,.,.,.,121082,960912,.,13,4610826,46091354,.,10
1994,MD,Final,1817382,21666119,.,8,953366,13253588,.,7,1008131,19037490,.,5,.,.,.,.,68124,794428,.,9,3847001,54751623,.,7
1994,ME,Final,454672,3691829,.,12,285799,2811592,.,10,355709,4951831,.,7,.,.,.,.,22028,150565,.,15,1118213,11605816,.,10
1994,MI,Final,2249212,27174208,.,8,2410662,30411629,.,8,1716263,32716793,.,5,.,.,.,.,90380,857353,.,11,6466516,91159986,.,7
1994,MN,Final,1146130,16006558,.,7,561857,8996867,.,6,1121513,25450840,.,4,.,.,.,.,50524,700841,.,7,2880022,51155107,.,6
1994,MO,Final,1754356,24056902,.,7,1277859,20613574,.,6,652111,14106043,.,5,.,.,.,.,64791,916241,.,7,3749116,59692757,.,6
1994,MS,Final,963586,13641721,.,7,512351,7093799,.,7,684022,15255934,.,4,.,.,.,.,54637,635116,.,9,2214595,36626568,.,6
1994,MT,Final,212595,3566916,.,6,160068,3096032,.,5,196466,5960540,.,3,.,.,.,.,25153,560647,.,4,594279,13184135,.,5
1994,NC,Final,3041020,37206781,.,8,1801708,27457860,.,7,1642484,33307131,.,5,.,.,.,.,125587,1817410,.,7,6610799,99789183,.,7
1994,ND,Final,206572,3242829,.,6,121523,1884263,.,6,94743,2011279,.,5,.,.,.,.,20726,542392,.,4,443563,7680764,.,6
1994,NE,Final,465376,7379417,.,6,324311,5808823,.,6,213301,5344840,.,4,.,.,.,.,87521,1340066,.,7,1090505,19873148,.,5
1994,NH,Final,442737,3430561,.,13,351433,3220993,.,11,203446,2182353,.,9,.,.,.,.,16336,122315,.,13,1013956,8956222,.,11
1994,NJ,Final,2555915,22153556,.,12,2888863,29357664,.,10,1132092,14251230,.,8,.,.,.,.,87646,495142,.,18,6664518,66257593,.,10
1994,NM,Final,372717,4079695,.,9,412650,4969552,.,8,243497,5184192,.,5,.,.,.,.,98391,1625353,.,6,1127259,15858796,.,7
1994,NV,Final,489802,6844708,.,7,321564,4611836,.,7,423478,7774863,.,5,.,.,.,.,41778,804864,.,5,1276624,20036272,.,6
1994,NY,Final,5434576,40104843,.,14,5699519,48827584,.,12,1996348,29466763,.,7,.,.,.,.,1189105,12777381,.,9,14319546,131176572,.,11
1994,OH,Final,3576382,41791275,.,9,2628319,34053065,.,8,3061056,74010056,.,4,.,.,.,.,287619,4522313,.,6,9553373,154376708,.,6
1994,OK,Final,1133622,16127875,.,7,676876,11120786,.,6,476530,11721408,.,4,.,.,.,.,115066,2173375,.,5,2402094,41143442,.,6
1994,OR,Final,876862,16462154,.,5,629125,12659576,.,5,523111,15071945,.,3,.,.,.,.,40942,777067,.,5,2070039,44970741,.,5
1994,PA,Final,4035415,42238894,.,10,2764727,33394879,.,8,2733283,46075599,.,6,.,.,.,.,152717,1335680,.,11,9686146,123045051,.,8
1994,RI,Final,276552,2456724,.,11,255064,2562932,.,10,122113,1378453,.,9,.,.,.,.,19508,173738,.,11,673237,6571847,.,10
1994,SC,Final,1491682,19903089,.,7,852806,13392962,.,6,1117892,27760264,.,4,.,.,.,.,46791,801643,.,6,3509175,61857958,.,6
1994,SD,Final,222056,3147028,.,7,126724,1919412,.,7,79484,1762096,.,5,.,.,.,.,15972,345520,.,5,444235,7174053,.,6
1994,TN,Final,1927930,32796717,.,6,341549,5153895,.,7,1969870,43614203,.,5,.,.,.,.,74929,968478,.,8,4314277,82533292,.,5
1994,TX,Final,7254685,89792702,.,8,4678151,66467120,.,7,3857649,90329333,.,4,.,.,.,.,786486,11590582,.,7,16576969,258179736,.,6
1994,UT,Final,346268,5008939,.,7,323024,5499542,.,6,248847,6497935,.,4,.,.,.,.,37863,840648,.,5,956004,17847063,.,5
1994,VA,Final,2507237,32343035,.,8,1339129,22947823,.,6,754949,18153520,.,4,.,.,.,.,493440,8765759,.,6,5094755,82210138,.,6
1994,VT,Final,200040,2009428,.,10,149350,1586168,.,9,107551,1434727,.,8,.,.,.,.,5383,36180,.,15,462321,5066503,.,9
1994,WA,Final,1475513,29672859,.,5,932312,19752440,.,5,951248,34065132,.,3,.,.,.,.,139546,3642968,.,4,3498620,87133397,.,4
1994,WI,Final,1249921,17660151,.,7,844035,14377867,.,6,882693,22714163,.,4,.,.,.,.,46136,659430,.,7,3022791,55411611,.,5
1994,WV,Final,551260,8662895,.,6,323116,5539454,.,6,417215,10481536,.,4,.,.,.,.,8665,91823,.,9,1300258,24775708,.,5
1994,WY,Final,112624,1864919,.,6,121974,2427844,.,5,254669,7259549,.,4,.,.,.,.,9299,144068,.,6,498564,11696380,.,4
1995,AK,Final,192455,1712904,.,11,209898,2200043,.,10,45793,546439,.,8,.,.,.,.,22869,172445,.,13,471015,4631831,.,10
1995,AL,Final,1630852,24313900,.,7,826560,12284264,.,7,1331891,32847460,.,4,.,.,.,.,41231,561140,.,7,3830534,70006764,.,5
1995,AR,Final,991355,12416959,.,8,487813,7146835,.,7,653278,14483009,.,5,.,.,.,.,41551,624631,.,7,2173997,34671434,.,6
1995,AZ,Final,1639522,18035537,.,9,1312825,16289624,.,8,630938,11991782,.,5,.,.,.,.,117089,2272025,.,5,3700374,48588968,.,8
1995,CA,Final,7983348,68782854,.,12,8485242,80874224,.,10,4225930,57367162,.,7,.,.,.,.,375525,5580484,.,7,21070045,212604724,.,10
1995,CO,Final,838965,11306705,.,7,815154,13419624,.,6,438280,9706459,.,5,.,.,.,.,69595,884032,.,8,2161994,35316820,.,6
1995,CT,Final,1286229,10759879,.,12,1128913,10926399,.,10,469366,5913392,.,8,.,.,.,.,53232,370298,.,14,2937740,27969968,.,11
1995,DC,Final,122632,1608442,.,8,577500,8079035,.,7,11432,262118,.,4,.,.,.,.,23164,365975,.,6,734728,10315570,.,7
1995,DE,Final,287846,3168325,.,9,201229,2842288,.,7,165608,3511084,.,5,.,.,.,.,6917,57837,.,12,661600,9579534,.,7
1995,FL,Final,6711296,85769777,.,8,3838428,60078878,.,6,849527,16472744,.,5,.,.,.,.,346169,5170741,.,7,11745420,167492140,.,7
1995,GA,Final,2811065,35812315,.,8,2031157,27741055,.,7,1422681,31493470,.,5,.,.,.,.,98465,1145330,.,9,6363368,96192170,.,7
1995,HI,Final,347278,2606283,.,13,330986,2721153,.,12,352471,3802685,.,9,.,.,.,.,6959,57493,.,12,1037706,9187607,.,11
1995,IA,Final,958688,11639680,.,8,489850,7606591,.,6,541923,13771043,.,4,.,.,.,.,78698,1283605,.,6,2069159,34300919,.,6
1995,ID,Final,329873,6193159,.,5,237018,5291053,.,4,220311,7843134,.,3,.,.,.,.,15018,292500,.,5,802220,19619846,.,4
1995,IL,Final,3981787,38386138,.,10,2933335,37217396,.,8,2226994,42250819,.,5,.,.,.,.,569887,8376711,.,7,9712003,126231064,.,8
1995,IN,Final,1790088,26560115,.,7,1072091,18123180,.,6,1644634,41776936,.,4,.,.,.,.,49743,545725,.,9,4556556,87005956,.,5
1995,KS,Final,820441,10355800,.,8,686604,10273411,.,7,450623,9356007,.,5,.,.,.,.,34243,371663,.,9,1991911,30356881,.,7
1995,KY,Final,1155068,20537146,.,6,552247,10524270,.,5,1185946,40490215,.,3,.,.,.,.,140326,2996567,.,5,3033587,74548198,.,4
1995,LA,Final,1744471,24116406,.,7,1055166,15575389,.,7,1219004,30691822,.,4,.,.,.,.,170231,2443574,.,7,4188872,72827191,.,6
1995,MA,Final,1800174,15992796,.,11,1975875,19893756,.,10,843112,10026006,.,8,.,.,.,.,85564,597725,.,14,4704725,46510283,.,10
1995,MD,Final,1874711,22233807,.,8,1596240,23096405,.,7,425228,10057219,.,4,.,.,.,.,67761,770615,.,9,3963940,56158046,.,7
1995,ME,Final,453819,3628880,.,13,291503,2835159,.,10,329679,4959344,.,7,.,.,.,.,21604,137916,.,16,1096605,11561299,.,9
1995,MI,Final,2387301,28622896,.,8,2462155,31305836,.,8,1738783,33920578,.,5,.,.,.,.,91231,851823,.,11,6679470,94701133,.,7
1995,MN,Final,1216608,16974434,.,7,600668,9699906,.,6,1143111,26577060,.,4,.,.,.,.,51015,707370,.,7,3011402,53958770,.,6
1995,MO,Final,1842937,25408756,.,7,1334357,21606492,.,6,649357,14320599,.,5,.,.,.,.,65106,923119,.,7,3891753,62258966,.,6
1995,MS,Final,991326,14181239,.,7,528715,7539404,.,7,687882,15477114,.,4,.,.,.,.,57400,670724,.,9,2265323,37868481,.,6
1995,MT,Final,221648,3639878,.,6,166393,3133253,.,5,218777,6367703,.,3,.,.,.,.,17236,277689,.,6,624054,13418523,.,5
1995,NC,Final,3207309,39506250,.,8,1888199,29194750,.,6,1651727,34062921,.,5,.,.,.,.,137691,1908835,.,7,6884926,104672756,.,7
1995,ND,Final,210672,3383622,.,6,138695,2237222,.,6,79691,1771327,.,5,.,.,.,.,20661,490463,.,4,449719,7882634,.,6
1995,NE,Final,484059,7596718,.,6,332561,5986220,.,6,222882,5801510,.,4,.,.,.,.,88368,1508026,.,6,1127870,20892476,.,5
1995,NH,Final,454228,3364429,.,14,367002,3225629,.,11,218545,2286336,.,10,.,.,.,.,16129,130964,.,12,1055904,9007358,.,12
1995,NJ,Final,2692070,22469706,.,12,3048508,29791577,.,10,1140287,13988821,.,8,.,.,.,.,90990,503679,.,18,6971855,66753783,.,10
1995,NM,Final,368148,4124028,.,9,402915,5094370,.,8,248867,5650560,.,4,.,.,.,.,92084,1546590,.,6,1112014,16415548,.,7
1995,NV,Final,473282,6655121,.,7,319403,4731451,.,7,428772,8495717,.,5,.,.,.,.,38843,777109,.,5,1260300,20659398,.,6
1995,NY,Final,5543665,39887485,.,14,6289638,52751200,.,12,1465960,25317222,.,6,.,.,.,.,1135358,12514809,.,9,14434621,130470716,.,11
1995,OH,Final,3784436,44010399,.,9,2730574,35549249,.,8,3103540,74473401,.,4,.,.,.,.,287318,4592497,.,6,9905868,158625546,.,6
1995,OK,Final,1113030,16319160,.,7,642245,11114526,.,6,439591,11714291,.,4,.,.,.,.,110644,2244472,.,5,2305511,41392449,.,6
1995,OR,Final,895127,16314687,.,5,652891,12899707,.,5,550265,15839122,.,3,.,.,.,.,36886,671792,.,5,2135169,45725308,.,5
1995,PA,Final,4160637,42801878,.,10,2877404,34543587,.,8,2812952,47527881,.,6,.,.,.,.,155429,1377251,.,11,10006422,126250597,.,8
1995,RI,Final,283487,2471631,.,11,264613,2625223,.,10,121900,1373803,.,9,.,.,.,.,18874,165020,.,11,688874,6635677,.,10
1995,SC,Final,1610544,21392288,.,8,889987,14020035,.,6,1152936,28818614,.,4,.,.,.,.,49486,843459,.,6,3702953,65074396,.,6
1995,SD,Final,231376,3268122,.,7,136834,2088317,.,7,76221,1721836,.,4,.,.,.,.,15354,335266,.,5,459785,7413541,.,6
1995,TN,Final,1831550,30966825,.,6,344443,5176067,.,7,2018141,44827807,.,5,.,.,.,.,80143,1059632,.,8,4274277,82030331,.,5
1995,TX,Final,7161921,92831134,.,8,4556245,68579801,.,7,3589628,90093116,.,4,.,.,.,.,758121,11774536,.,6,16065915,263278590,.,6
1995,UT,Final,349873,5040744,.,7,333856,5642482,.,6,259012,6957294,.,4,.,.,.,.,36529,819722,.,4,979270,18460242,.,5
1995,VA,Final,2625755,33471693,.,8,1458298,24027877,.,6,772390,18554113,.,4,.,.,.,.,474298,9108803,.,5,5330741,85162486,.,6
1995,VT,Final,207545,1973273,.,11,157258,1604645,.,10,112166,1484095,.,8,.,.,.,.,5909,42087,.,14,482878,5104100,.,9
1995,WA,Final,1496998,30147252,.,5,982358,20401343,.,5,1014475,34276432,.,3,.,.,.,.,132245,3528387,.,4,3626076,88353414,.,4
1995,WI,Final,1298060,18634994,.,7,860615,14893291,.,6,896037,23690036,.,4,.,.,.,.,51247,748582,.,7,3105959,57966903,.,5
1995,WV,Final,595840,9165753,.,7,343157,5851560,.,6,438331,10867084,.,4,.,.,.,.,8636,92307,.,9,1385964,25976704,.,5
1995,WY,Final,118198,1939252,.,6,119069,2329723,.,5,238596,6816610,.,4,.,.,.,.,8081,112951,.,7,483944,11198536,.,4
1996,AK,Final,200660,1766184,.,11,215451,2249874,.,10,49458,584198,.,8,.,.,.,.,23916,179307,.,13,489485,4779563,.,10
1996,AL,Final,1700371,25634021,.,7,864635,13327554,.,6,1305780,33522650,.,4,.,.,.,.,42318,620189,.,7,3913104,73104416,.,5
1996,AR,Final,1005260,12933994,.,8,501528,7442491,.,7,676103,15139482,.,4,.,.,.,.,40826,620610,.,7,2223714,36136577,.,6
1996,AZ,Final,1766644,19746492,.,9,1375122,17252364,.,8,663797,12782920,.,5,.,.,.,.,124017,2302767,.,5,3929580,52084543,.,8
1996,CA,Final,8088022,71396105,.,11,8198687,83391861,.,10,4017815,57682712,.,7,.,.,.,.,363781,5641809,.,6,20668305,218112487,.,9
1996,CO,Final,889176,11870578,.,7,844124,14239274,.,6,432316,9947014,.,4,.,.,.,.,78142,1016109,.,8,2243758,37072975,.,6
1996,CT,Final,1318627,10942904,.,12,1149421,11171959,.,10,465733,5928241,.,8,.,.,.,.,53641,373843,.,14,2987422,28416947,.,11
1996,DC,Final,125402,1614293,.,8,584746,7904611,.,7,10966,251644,.,4,.,.,.,.,23455,366118,.,6,744569,10136666,.,7
1996,DE,Final,293421,3271208,.,9,203891,2910774,.,7,159159,3399405,.,5,.,.,.,.,7143,59312,.,12,663614,9640699,.,7
1996,FL,Final,7059881,88314753,.,8,4042818,60988112,.,7,878978,17212026,.,5,.,.,.,.,361783,5317131,.,7,12343460,171832022,.,7
1996,GA,Final,2891749,37762978,.,8,2089010,29139733,.,7,1422801,33175254,.,4,.,.,.,.,110135,1229171,.,9,6513695,101307136,.,6
1996,HI,Final,381537,2675881,.,14,358572,2761274,.,13,389508,3884279,.,10,.,.,.,.,7427,57530,.,13,1137044,9378964,.,12
1996,IA,Final,941861,11537222,.,8,478954,7338061,.,7,577862,14788783,.,4,.,.,.,.,79822,1335348,.,6,2078499,34999414,.,6
1996,ID,Final,343841,6507969,.,5,250729,5883266,.,4,254634,9042135,.,3,.,.,.,.,16654,347905,.,5,865857,21781274,.,4
1996,IL,Final,3883460,37554191,.,10,2984402,37440777,.,8,2220949,42423261,.,5,.,.,.,.,585926,8572154,.,7,9674740,125990382,.,8
1996,IN,Final,1819330,26860496,.,7,1085975,18291940,.,6,1695764,43203155,.,4,.,.,.,.,50153,545786,.,9,4651222,88901377,.,5
1996,KS,Final,838552,10672345,.,8,733477,11004915,.,7,433985,9230522,.,5,.,.,.,.,34824,382840,.,9,2040838,31290622,.,7
1996,KY,Final,1185006,21353214,.,6,552847,10658512,.,5,1222333,41929527,.,3,.,.,.,.,143319,3077483,.,5,3103505,77018736,.,4
1996,LA,Final,1835617,24310803,.,8,1133588,15919843,.,7,1405372,32544270,.,4,.,.,.,.,194047,2494181,.,8,4568624,75269097,.,6
1996,MA,Final,1828592,16255780,.,11,2021905,20345618,.,10,850425,10085169,.,8,.,.,.,.,88250,607207,.,15,4789172,47293774,.,10
1996,MD,Final,1898474,22985772,.,8,1580253,23126094,.,7,419404,10098447,.,4,.,.,.,.,68003,787207,.,9,3966134,56997520,.,7
1996,ME,Final,462930,3679189,.,13,332502,3211822,.,10,298640,4771699,.,6,.,.,.,.,14672,63721,.,23,1108744,11726431,.,9
1996,MI,Final,2448300,28901474,.,8,2543091,32037663,.,8,1750986,34499412,.,5,.,.,.,.,93570,863017,.,11,6835947,96301566,.,7
1996,MN,Final,1223071,17157125,.,7,621100,10114969,.,6,1148477,26934450,.,4,.,.,.,.,53359,735154,.,7,3046007,54941698,.,6
1996,MO,Final,1872811,26447604,.,7,1359625,22522443,.,6,662101,14914971,.,4,.,.,.,.,67358,958226,.,7,3961895,64843244,.,6
1996,MS,Final,1054159,14964599,.,7,560770,7913000,.,7,707230,16042796,.,4,.,.,.,.,60912,701979,.,9,2383071,39622374,.,6
1996,MT,Final,243340,3910515,.,6,181897,3298600,.,6,207819,6305683,.,3,.,.,.,.,19553,304756,.,6,652609,13819554,.,5
1996,NC,Final,3348299,41591844,.,8,1959080,30662154,.,6,1633758,34141751,.,5,.,.,.,.,133418,1900647,.,7,7074555,108296396,.,7
1996,ND,Final,223030,3601630,.,6,144339,2377747,.,6,81427,1835276,.,4,.,.,.,.,20703,499507,.,4,469499,8314160,.,6
1996,NE,Final,486975,7740904,.,6,344612,6271903,.,5,227705,6193275,.,4,.,.,.,.,83789,1291380,.,6,1143081,21497462,.,5
1996,NH,Final,460869,3429126,.,13,367177,3245865,.,11,214280,2343740,.,9,.,.,.,.,16945,127058,.,13,1059272,9145790,.,12
1996,NJ,Final,2713990,22632227,.,12,3111470,30152285,.,10,1109073,13602503,.,8,.,.,.,.,91877,502417,.,18,7026410,66889432,.,11
1996,NM,Final,386372,4328452,.,9,420066,5295854,.,8,257586,5920824,.,4,.,.,.,.,96569,1628264,.,6,1160593,17173394,.,7
1996,NV,Final,519274,7526332,.,7,340491,5150392,.,7,444850,9074623,.,5,.,.,.,.,37496,822682,.,5,1342111,22574029,.,6
1996,NY,Final,5654400,40284543,.,14,6389812,52915304,.,12,1459357,25947477,.,6,.,.,.,.,1129921,12379862,.,9,14633490,131527186,.,11
1996,OH,Final,3831179,44573250,.,9,2777827,36034487,.,8,3086449,73394154,.,4,.,.,.,.,287775,4585446,.,6,9983230,158587337,.,6
1996,OK,Final,1160218,17302792,.,7,670159,11552577,.,6,459081,12160195,.,4,.,.,.,.,115524,2275740,.,5,2404982,43291304,.,6
1996,OR,Final,984323,17284647,.,6,688951,13387964,.,5,595259,17028787,.,4,.,.,.,.,40659,708113,.,6,2309191,48409510,.,5
1996,PA,Final,4247795,43644620,.,10,2952314,35396258,.,8,2799680,47207540,.,6,.,.,.,.,155209,1374608,.,11,10154998,127623026,.,8
1996,RI,Final,292849,2480610,.,12,264501,2607368,.,10,115004,1350837,.,9,.,.,.,.,19548,165380,.,12,691902,6604195,.,10
1996,SC,Final,1688343,22513555,.,8,927660,14544887,.,6,1134724,29184592,.,4,.,.,.,.,50870,843181,.,6,3801597,67086215,.,6
1996,SD,Final,239969,3426184,.,7,143082,2179182,.,7,79453,1784752,.,4,.,.,.,.,15867,346042,.,5,478371,7736160,.,6
1996,TN,Final,2078305,35333275,.,6,368649,5548083,.,7,2067420,45781286,.,5,.,.,.,.,79337,996370,.,8,4593711,87659014,.,5
1996,TX,Final,7739871,99656148,.,8,4756417,70865538,.,7,3841764,95308450,.,4,.,.,.,.,812652,12619444,.,6,17150704,278449580,.,6
1996,UT,Final,381362,5481282,.,7,348782,5911250,.,6,283251,7659817,.,4,.,.,.,.,35862,805717,.,4,1049257,19858066,.,5
1996,VA,Final,2632867,34650534,.,8,1450684,24564933,.,6,758728,19020735,.,4,.,.,.,.,491910,9359443,.,5,5334189,87595645,.,6
1996,VT,Final,220573,2006213,.,11,167240,1648630,.,10,116546,1537131,.,8,.,.,.,.,6161,47520,.,13,510520,5239494,.,10
1996,WA,Final,1611706,32012445,.,5,1047629,21451060,.,5,909534,31247489,.,3,.,.,.,.,142413,3713112,.,4,3711284,88424106,.,4
1996,WI,Final,1284813,18684890,.,7,875850,15433148,.,6,872552,23870906,.,4,.,.,.,.,51226,754682,.,7,3084441,58743626,.,5
1996,WV,Final,591590,9276527,.,6,339043,5936376,.,6,422723,10820338,.,4,.,.,.,.,8667,93536,.,9,1362023,26126777,.,5
1996,WY,Final,123877,2022029,.,6,123259,2424520,.,5,237479,6890807,.,3,.,.,.,.,9944,137714,.,7,494559,11475070,.,4
1997,AK,Final,197456,1725835,.,11,207316,2180633,.,10,56545,755724,.,7,.,.,.,.,26302,178340,.,15,487619,4840532,.,10
1997,AL,Final,1678848,24893127,.,7,1040400,16397195,.,6,1209021,32617252,.,4,.,.,.,.,41801,646293,.,6,3970070,74553867,.,5
1997,AR,Final,1013123,12989655,.,8,515192,7597336,.,7,695214,15632217,.,4,.,.,.,.,42174,638321,.,7,2265703,36857529,.,6
1997,AZ,Final,1824014,20682569,.,9,1393540,17788391,.,8,669314,13253008,.,5,.,.,.,.,132340,2731871,.,5,4019208,54455839,.,7
1997,CA,Final,8405392,73086272,.,12,8343146,83573964,.,10,4311653,62016548,.,7,.,.,.,.,690468,9203339,.,8,21750656,227880126,.,10
1997,CO,Final,909555,12260909,.,7,841738,14600178,.,6,440788,10297367,.,4,.,.,.,.,72877,910777,.,8,2264958,38069231,.,6
